station,period,entries_diff,exits_diff,entries_compared_to_2019,exits_compared_to_2019
"14 ST/6 AV (1,2,3,F,L,M)",4/1/2020,63886,74836,0.050541722,0.077008486
"14 ST/6 AV (1,2,3,F,L,M)",5/1/2020,81932,93087,0.06220589,0.091366029
"14 ST/6 AV (1,2,3,F,L,M)",6/1/2020,143663,146817,0.113098921,0.150044456
"14 ST/6 AV (1,2,3,F,L,M)",7/1/2020,205801,214393,0.175464129,0.232464815
"14 ST/6 AV (1,2,3,F,L,M)",8/1/2020,235566,244421,0.211839738,0.272736808
"14 ST/6 AV (1,2,3,F,L,M)",9/1/2020,288544,290744,0.228810683,0.294905111
"14 ST/6 AV (1,2,3,F,L,M)",10/1/2020,329068,336522,0.235211203,0.304199853
"14 ST/6 AV (1,2,3,F,L,M)",11/1/2020,291779,308675,0.23029033,0.305168613
"14 ST/6 AV (1,2,3,F,L,M)",12/1/2020,274032,300910,0.231567989,0.313170304
"14 ST/6 AV (1,2,3,F,L,M)",1/1/2021,248833,273590,0.215105157,0.317805298
"14 ST/6 AV (1,2,3,F,L,M)",2/1/2021,231533,260368,0.202563573,0.301759087
"14 ST/6 AV (1,2,3,F,L,M)",3/1/2021,120851,131797,0.09363163,0.133348915
"14 ST/8 AV (A,C,E,L)",1/1/2020,1130707,948223,0.966586425,1.156686896
"14 ST/8 AV (A,C,E,L)",2/1/2020,1047413,928726,1.007333226,1.227377672
"14 ST/8 AV (A,C,E,L)",3/1/2020,487239,439310,0.399497716,0.49072744
"14 ST/8 AV (A,C,E,L)",4/1/2020,50144,56585,0.040267055,0.060734372
"14 ST/8 AV (A,C,E,L)",5/1/2020,66078,76040,0.051516701,0.081271443
"14 ST/8 AV (A,C,E,L)",6/1/2020,118339,129123,0.094444006,0.143662827
"14 ST/8 AV (A,C,E,L)",7/1/2020,181234,195324,0.152071161,0.228306265
"14 ST/8 AV (A,C,E,L)",8/1/2020,202609,227467,0.174726194,0.259191229
"14 ST/8 AV (A,C,E,L)",9/1/2020,238492,272186,0.199903775,0.269764593
"14 ST/8 AV (A,C,E,L)",10/1/2020,278197,313944,0.211446348,0.283030043
"14 ST/8 AV (A,C,E,L)",11/1/2020,236627,275865,0.207865119,0.277061351
"14 ST/8 AV (A,C,E,L)",12/1/2020,225374,260543,0.193766599,0.256286088
"14 ST/8 AV (A,C,E,L)",1/1/2021,216575,260255,0.185139435,0.317471257
"14 ST/8 AV (A,C,E,L)",2/1/2021,200907,251057,0.193219195,0.331789738
"14 ST/8 AV (A,C,E,L)",3/1/2021,102296,123416,0.083874686,0.137860776
145 ST (1),1/1/2020,213665,170036,0.841933336,0.843897185
145 ST (1),2/1/2020,171280,136111,0.710776177,0.722032136
145 ST (1),3/1/2020,133416,131701,0.484229934,0.593456259
145 ST (1),4/1/2020,30959,41794,0.127848394,0.217678217
145 ST (1),5/1/2020,40166,53400,0.150236954,0.241449784
145 ST (1),6/1/2020,55897,72659,0.256756881,0.395401611
145 ST (1),7/1/2020,72411,93716,0.335150772,0.450499214
145 ST (1),8/1/2020,77292,100797,0.348694628,0.501932098
145 ST (1),9/1/2020,98985,118799,0.426372784,0.606222508
145 ST (1),10/1/2020,110214,128767,0.399245081,0.563112783
145 ST (1),11/1/2020,100620,119279,0.376399997,0.528323198
145 ST (1),12/1/2020,96483,113270,0.379491274,0.548538941
145 ST (1),1/1/2021,62887,71061,0.247802222,0.352679303
145 ST (1),2/1/2021,62121,70656,0.257789157,0.374811019
145 ST (1),3/1/2021,34342,39591,0.124643404,0.178400519
145 ST (3),1/1/2020,86668,7527,1.156544831,1.49197225
145 ST (3),2/1/2020,85719,7318,1.130186565,1.435746518
145 ST (3),3/1/2020,55047,5498,0.633284631,0.975514549
145 ST (3),4/1/2020,10759,2746,0.122588731,0.483365605
145 ST (3),5/1/2020,13045,3026,0.146803961,0.481234097
145 ST (3),6/1/2020,16522,3165,0.187784143,0.462246239
145 ST (3),7/1/2020,22082,4256,0.285500032,0.65026738
145 ST (3),8/1/2020,25616,5112,0.390035934,0.981190019
145 ST (3),9/1/2020,32582,5563,0.372421045,0.845569235
145 ST (3),10/1/2020,36202,5997,0.374680452,0.840622372
145 ST (3),11/1/2020,32668,5793,0.388100839,0.852664115
145 ST (3),12/1/2020,30514,5432,0.387307229,0.785198034
145 ST (3),1/1/2021,29860,6027,0.398468046,1.194648167
145 ST (3),2/1/2021,28174,5255,0.371468126,1.030998627
145 ST (3),3/1/2021,14388,2319,0.16552581,0.41146203
"145 ST (A,B,C,D)",1/1/2020,600325,617309,1.031792956,1.066908516
"145 ST (A,B,C,D)",2/1/2020,604407,622032,1.061353755,1.095786548
"145 ST (A,B,C,D)",3/1/2020,361135,388962,0.561709759,0.615585488
"145 ST (A,B,C,D)",4/1/2020,75117,98695,0.137780819,0.185089333
"145 ST (A,B,C,D)",5/1/2020,93981,123492,0.140761132,0.185974646
"145 ST (A,B,C,D)",6/1/2020,127354,172458,0.202005238,0.26921744
"145 ST (A,B,C,D)",7/1/2020,157926,218307,0.257905739,0.347501982
"145 ST (A,B,C,D)",8/1/2020,170861,234478,0.274895021,0.361263942
"145 ST (A,B,C,D)",9/1/2020,197240,254266,0.298573435,0.383666276
"145 ST (A,B,C,D)",10/1/2020,216510,278488,0.313192536,0.397847389
"145 ST (A,B,C,D)",11/1/2020,196180,258466,0.313547863,0.420125095
"145 ST (A,B,C,D)",12/1/2020,192900,260999,0.320585796,0.429127159
"145 ST (A,B,C,D)",1/1/2021,187905,257366,0.322956824,0.444811233
"145 ST (A,B,C,D)",2/1/2021,175416,240942,0.308034868,0.424449228
"145 ST (A,B,C,D)",3/1/2021,86205,116528,0.134083348,0.184421475
"149 ST-GRAND CONCOURSE (2,4,5)",1/1/2020,316596,180128,1.00596405,0.903617419
"149 ST-GRAND CONCOURSE (2,4,5)",2/1/2020,318740,177212,0.968437811,0.928939864
"149 ST-GRAND CONCOURSE (2,4,5)",3/1/2020,222426,154632,0.622668764,0.747198585
"149 ST-GRAND CONCOURSE (2,4,5)",4/1/2020,62940,67166,0.185577224,0.313398502
"149 ST-GRAND CONCOURSE (2,4,5)",5/1/2020,71092,80136,0.198832045,0.372938937
"149 ST-GRAND CONCOURSE (2,4,5)",6/1/2020,88247,96360,0.284764194,0.460636076
"149 ST-GRAND CONCOURSE (2,4,5)",7/1/2020,99750,113714,0.33242465,0.53097436
"149 ST-GRAND CONCOURSE (2,4,5)",8/1/2020,100809,115438,0.350979382,0.437116135
"149 ST-GRAND CONCOURSE (2,4,5)",9/1/2020,117545,122116,0.333122673,0.510072721
"149 ST-GRAND CONCOURSE (2,4,5)",10/1/2020,130708,127746,0.350296809,0.563586952
"149 ST-GRAND CONCOURSE (2,4,5)",11/1/2020,118161,117144,0.349384089,0.526326667
"149 ST-GRAND CONCOURSE (2,4,5)",12/1/2020,115383,117877,0.365584959,0.636677397
"149 ST-GRAND CONCOURSE (2,4,5)",1/1/2021,108668,105572,0.345285795,0.529605049
"149 ST-GRAND CONCOURSE (2,4,5)",2/1/2021,102881,101306,0.312586592,0.531042942
"149 ST-GRAND CONCOURSE (2,4,5)",3/1/2021,53196,52877,0.148919135,0.255507396
"15 ST-PROSPECT PARK (F,G)",1/1/2020,170770,102289,1.039948846,1.046531138
"15 ST-PROSPECT PARK (F,G)",2/1/2020,158821,93372,1.102357122,1.082122245
"15 ST-PROSPECT PARK (F,G)",3/1/2020,83035,51897,0.490359347,0.506011057
"15 ST-PROSPECT PARK (F,G)",4/1/2020,8835,7102,0.054791037,0.08073115
"15 ST-PROSPECT PARK (F,G)",5/1/2020,12020,9900,0.067536437,0.090283984
"15 ST-PROSPECT PARK (F,G)",6/1/2020,20779,16618,0.123721346,0.157130835
"15 ST-PROSPECT PARK (F,G)",7/1/2020,30680,23755,0.192353509,0.227763023
"15 ST-PROSPECT PARK (F,G)",8/1/2020,33517,26467,0.218749388,0.267613751
"15 ST-PROSPECT PARK (F,G)",9/1/2020,42630,32466,0.252308239,0.307294772
"15 ST-PROSPECT PARK (F,G)",10/1/2020,46152,35808,0.246745401,0.316394964
"15 ST-PROSPECT PARK (F,G)",11/1/2020,38618,30170,0.229481115,0.292160945
"15 ST-PROSPECT PARK (F,G)",12/1/2020,36581,29268,0.230096678,0.300193852
"15 ST-PROSPECT PARK (F,G)",1/1/2021,34501,28097,0.210102917,0.287463807
"15 ST-PROSPECT PARK (F,G)",2/1/2021,33673,26358,0.233720172,0.305472498
"15 ST-PROSPECT PARK (F,G)",3/1/2021,17330,14210,0.102341512,0.138551691
"155 ST (B,D)",1/1/2020,96991,56157,1.045195427,1.089432945
"155 ST (B,D)",2/1/2020,90101,51951,1.062574444,1.121785321
"155 ST (B,D)",3/1/2020,64025,39482,0.663725988,0.77044062
"155 ST (B,D)",4/1/2020,21674,17779,0.227369525,0.350580719
"155 ST (B,D)",5/1/2020,24757,22551,0.253374817,0.425297978
"155 ST (B,D)",6/1/2020,29953,25260,0.315989915,0.459515017
"155 ST (B,D)",7/1/2020,33790,28968,0.358142197,0.510026938
"155 ST (B,D)",8/1/2020,30036,27098,0.315919011,0.472074144
"155 ST (B,D)",9/1/2020,38837,31088,0.390561047,0.55652423
"155 ST (B,D)",10/1/2020,40780,32864,0.388240446,0.563666301
"155 ST (B,D)",11/1/2020,38962,31657,0.410087465,0.604095107
"155 ST (B,D)",12/1/2020,39577,32748,0.419474504,0.61338478
"155 ST (B,D)",1/1/2021,37024,30465,0.398978415,0.591014026
"155 ST (B,D)",2/1/2021,33367,26624,0.393501975,0.574895813
"155 ST (B,D)",3/1/2021,17085,12574,0.177114541,0.245365492
155 ST (C),1/1/2020,77634,66284,1.075874111,1.146623305
155 ST (C),2/1/2020,74830,64854,1.15412496,1.477716004
155 ST (C),3/1/2020,42342,38050,0.568226958,0.63482265
155 ST (C),4/1/2020,8380,10964,0.113401085,0.177597797
155 ST (C),5/1/2020,9906,12104,0.121355417,0.186398916
155 ST (C),6/1/2020,14497,15946,0.173421537,0.226853696
155 ST (C),7/1/2020,17776,20623,0.2324207,0.310774563
155 ST (C),8/1/2020,18986,21780,0.246879226,0.346357521
155 ST (C),9/1/2020,23338,24767,0.29803591,0.393070831
155 ST (C),10/1/2020,25917,27560,0.314786474,0.408030321
155 ST (C),11/1/2020,22805,24538,0.318101296,0.473103767
155 ST (C),12/1/2020,22787,25873,0.316455345,0.444003981
155 ST (C),1/1/2021,23041,27900,0.319308749,0.482632162
155 ST (C),2/1/2021,21144,24283,0.326110091,0.55329475
155 ST (C),3/1/2021,10685,11886,0.143392023,0.198304915
157 ST (1),1/1/2020,246400,163857,0.758583321,0.683583435
157 ST (1),2/1/2020,197064,129785,0.62375053,0.576622326
157 ST (1),3/1/2020,153342,122803,0.434089172,0.496538869
157 ST (1),4/1/2020,36423,38796,0.113616655,0.173816426
157 ST (1),5/1/2020,46195,48192,0.138903506,0.212328556
157 ST (1),6/1/2020,63949,64529,0.240238176,0.365906075
157 ST (1),7/1/2020,80170,81173,0.29049838,0.417249657
157 ST (1),8/1/2020,86512,87954,0.301634177,0.431987741
157 ST (1),9/1/2020,109746,108026,0.359221108,0.493713523
157 ST (1),10/1/2020,120324,117244,0.345581858,0.470615625
157 ST (1),11/1/2020,108584,109011,0.326204446,0.441257903
157 ST (1),12/1/2020,106798,103964,0.346602711,0.476130285
157 ST (1),1/1/2021,72595,67770,0.223495764,0.282724872
157 ST (1),2/1/2021,71032,66371,0.224831769,0.294879997
157 ST (1),3/1/2021,39500,36883,0.111818825,0.149131887
163 ST-AMSTERDAM AV (C),1/1/2020,124015,117090,1.155121506,1.193772685
163 ST-AMSTERDAM AV (C),2/1/2020,118997,114370,1.187642221,1.469107258
163 ST-AMSTERDAM AV (C),3/1/2020,68489,70462,0.591181777,0.703887957
163 ST-AMSTERDAM AV (C),4/1/2020,13814,22723,0.120821453,0.225529508
163 ST-AMSTERDAM AV (C),5/1/2020,17174,24358,0.139141848,0.233995543
163 ST-AMSTERDAM AV (C),6/1/2020,24592,31178,0.200556194,0.287856266
163 ST-AMSTERDAM AV (C),7/1/2020,30608,37867,0.264475378,0.359078668
163 ST-AMSTERDAM AV (C),8/1/2020,31544,43205,0.270429683,0.435178937
163 ST-AMSTERDAM AV (C),9/1/2020,38692,50685,0.325797189,0.506961532
163 ST-AMSTERDAM AV (C),10/1/2020,42466,51848,0.33055188,0.477905798
163 ST-AMSTERDAM AV (C),11/1/2020,39278,47499,0.338723169,0.529048139
163 ST-AMSTERDAM AV (C),12/1/2020,38969,50878,0.328442114,0.472023528
163 ST-AMSTERDAM AV (C),1/1/2021,36792,51511,0.342694274,0.525172301
163 ST-AMSTERDAM AV (C),2/1/2021,34521,47091,0.344534712,0.604894027
163 ST-AMSTERDAM AV (C),3/1/2021,17101,22740,0.147612019,0.22716375
167 ST (4),1/1/2020,217926,238856,1.014827095,1.045738128
167 ST (4),2/1/2020,208888,227928,1.168702269,1.048152048
167 ST (4),3/1/2020,152818,169852,0.689279094,0.66791978
167 ST (4),4/1/2020,48441,63799,0.227671584,0.276383564
167 ST (4),5/1/2020,58618,79276,0.237981755,0.309000764
167 ST (4),6/1/2020,74195,96890,0.330537092,0.407626644
167 ST (4),7/1/2020,83829,115673,0.378540819,0.484309645
167 ST (4),8/1/2020,84373,117513,0.386270201,0.510535416
167 ST (4),9/1/2020,99810,134013,0.437621123,0.57174489
167 ST (4),10/1/2020,112488,151530,0.452509584,0.598251792
167 ST (4),11/1/2020,102243,136891,0.439737817,0.550390807
167 ST (4),12/1/2020,104981,136914,0.486613392,0.585282651
167 ST (4),1/1/2021,100008,129164,0.465712343,0.565494354
167 ST (4),2/1/2021,94349,125351,0.52787087,0.5764404
167 ST (4),3/1/2021,47967,61543,0.216353115,0.242009438
"167 ST (B,D)",1/1/2020,240874,109572,1.6012471,1.477209302
"167 ST (B,D)",2/1/2020,231890,104119,1.09098009,1.149698549
"167 ST (B,D)",3/1/2020,158283,82497,0.668292189,0.850169009
"167 ST (B,D)",4/1/2020,45552,31290,0.191460119,0.319804581
"167 ST (B,D)",5/1/2020,56822,37038,0.237391377,0.365032277
"167 ST (B,D)",6/1/2020,73314,50606,0.314917269,0.498787676
"167 ST (B,D)",7/1/2020,87829,58495,0.374313842,0.524284984
"167 ST (B,D)",8/1/2020,87892,59285,0.37581241,0.573566688
"167 ST (B,D)",9/1/2020,102667,63285,0.42272061,0.522588956
"167 ST (B,D)",10/1/2020,108812,67777,0.420607494,0.612180935
"167 ST (B,D)",11/1/2020,102280,64648,0.423830302,0.638259221
"167 ST (B,D)",12/1/2020,103759,65742,0.431055756,0.596856928
"167 ST (B,D)",1/1/2021,94558,61938,0.628588902,0.835025278
"167 ST (B,D)",2/1/2021,83176,53340,0.391320712,0.588988759
"167 ST (B,D)",3/1/2021,44026,26776,0.185883714,0.275938827
"168 ST-WASHINGTON HTS (1,A,C)",1/1/2020,560794,362198,1.045260955,1.14706376
"168 ST-WASHINGTON HTS (1,A,C)",2/1/2020,577036,381920,1.205302163,1.3749109
"168 ST-WASHINGTON HTS (1,A,C)",3/1/2020,353189,244363,0.660523161,0.814926349
"168 ST-WASHINGTON HTS (1,A,C)",4/1/2020,77299,71361,0.143753789,0.239202357
"168 ST-WASHINGTON HTS (1,A,C)",5/1/2020,101736,96245,0.187784831,0.324106346
"168 ST-WASHINGTON HTS (1,A,C)",6/1/2020,135772,123544,0.253549112,0.405453125
"168 ST-WASHINGTON HTS (1,A,C)",7/1/2020,171403,158682,0.33093471,0.602874522
"168 ST-WASHINGTON HTS (1,A,C)",8/1/2020,182918,168219,0.369317184,1.286973353
"168 ST-WASHINGTON HTS (1,A,C)",9/1/2020,215809,193856,0.422622067,1.559694588
"168 ST-WASHINGTON HTS (1,A,C)",10/1/2020,249470,223314,0.450202029,1.722610057
"168 ST-WASHINGTON HTS (1,A,C)",11/1/2020,220595,202770,0.453284538,1.78685043
"168 ST-WASHINGTON HTS (1,A,C)",12/1/2020,234850,219698,0.46923827,1.333912157
"168 ST-WASHINGTON HTS (1,A,C)",1/1/2021,227649,208946,0.424313761,0.661721999
"168 ST-WASHINGTON HTS (1,A,C)",2/1/2021,213761,203637,0.446500038,0.733092614
"168 ST-WASHINGTON HTS (1,A,C)",3/1/2021,106672,103768,0.19949468,0.34605598
169 ST (F),1/1/2020,204613,186948,1.002936073,1.02471511
169 ST (F),2/1/2020,199296,182708,1.026976054,1.080083471
169 ST (F),3/1/2020,121030,124509,0.556656839,0.652388513
169 ST (F),4/1/2020,18319,29894,0.085368241,0.155666297
169 ST (F),5/1/2020,26729,38610,0.120874052,0.194744275
169 ST (F),6/1/2020,44722,58869,0.220433553,0.313827405
169 ST (F),7/1/2020,61218,76339,0.303954718,0.409669266
169 ST (F),8/1/2020,65143,82929,0.339378373,0.457703452
169 ST (F),9/1/2020,79549,97439,0.381286757,0.503537303
169 ST (F),10/1/2020,90651,112508,0.400773686,0.540345316
169 ST (F),11/1/2020,77318,91538,0.369329391,0.464221598
169 ST (F),12/1/2020,74314,89249,0.365089659,0.476108933
169 ST (F),1/1/2021,69392,85325,0.34013352,0.467690571
169 ST (F),2/1/2021,65188,79671,0.335914996,0.470977353
169 ST (F),3/1/2021,33072,38489,0.152109023,0.201670413
170 ST (4),1/1/2020,208998,160633,1.122028475,1.087385936
170 ST (4),2/1/2020,199622,154937,1.15776592,1.182869663
170 ST (4),3/1/2020,146862,123790,0.697307384,0.771455102
170 ST (4),4/1/2020,41947,52160,0.200110677,0.319285037
170 ST (4),5/1/2020,50280,63501,0.217161269,0.364719802
170 ST (4),6/1/2020,63534,76847,0.300154485,0.455446307
170 ST (4),7/1/2020,73910,86681,0.359025177,0.535517471
170 ST (4),8/1/2020,69635,82882,0.341490327,0.513856684
170 ST (4),9/1/2020,88294,93747,0.407252634,0.561335752
170 ST (4),10/1/2020,98090,95508,0.419932787,0.542092358
170 ST (4),11/1/2020,92757,90195,0.427443734,0.538175591
170 ST (4),12/1/2020,91407,88608,0.44333377,0.565560116
170 ST (4),1/1/2021,77835,86551,0.417865656,0.585896672
170 ST (4),2/1/2021,66154,86655,0.383679388,0.661569352
170 ST (4),3/1/2021,31046,41995,0.147407805,0.261711423
"170 ST (B,D)",1/1/2020,174698,103502,0.865488558,0.910059702
"170 ST (B,D)",2/1/2020,167031,97232,0.975973309,0.764937732
"170 ST (B,D)",3/1/2020,114809,73290,0.605197544,0.71838151
"170 ST (B,D)",4/1/2020,30635,24847,0.170541212,0.253055363
"170 ST (B,D)",5/1/2020,38203,31027,0.213691994,0.307392803
"170 ST (B,D)",6/1/2020,49350,41283,0.295376328,0.418878607
"170 ST (B,D)",7/1/2020,58155,50308,0.348843487,0.519963205
"170 ST (B,D)",8/1/2020,59967,51126,0.358422789,0.535261108
"170 ST (B,D)",9/1/2020,68496,54684,0.383378856,0.542290185
"170 ST (B,D)",10/1/2020,78703,62146,0.405186394,0.576637933
"170 ST (B,D)",11/1/2020,71261,55115,0.400666832,0.555158243
"170 ST (B,D)",12/1/2020,70570,56569,0.406202693,0.523205697
"170 ST (B,D)",1/1/2021,63871,52705,0.316429608,0.463418065
"170 ST (B,D)",2/1/2021,61605,51546,0.359962137,0.405519585
"170 ST (B,D)",3/1/2021,30806,22599,0.162388972,0.221513218
"174 ST (2,5)",1/1/2020,170625,171902,0.998823364,1.115594782
"174 ST (2,5)",2/1/2020,161541,162955,1.005464855,1.124859354
"174 ST (2,5)",3/1/2020,111350,119413,0.602204387,0.688072972
"174 ST (2,5)",4/1/2020,31740,51341,0.181700566,0.294423608
"174 ST (2,5)",5/1/2020,38244,63704,0.204174897,0.334355055
"174 ST (2,5)",6/1/2020,47175,76059,0.272602771,0.416706844
"174 ST (2,5)",7/1/2020,52781,85571,0.320603778,0.492582849
"174 ST (2,5)",8/1/2020,51235,85252,0.319621457,0.528199949
"174 ST (2,5)",9/1/2020,64202,93499,0.371436175,0.548075852
"174 ST (2,5)",10/1/2020,68449,97706,0.356225052,0.528143395
"174 ST (2,5)",11/1/2020,67429,95738,0.391319235,0.583704228
"174 ST (2,5)",12/1/2020,65064,95835,0.391800752,0.589692155
"174 ST (2,5)",1/1/2021,63690,92580,0.372835517,0.600817704
"174 ST (2,5)",2/1/2021,59440,84049,0.369966949,0.580180441
"174 ST (2,5)",3/1/2021,31678,40738,0.171321334,0.234737564
"174-175 STS (B,D)",1/1/2020,132017,71767,1.142766871,0.987003521
"174-175 STS (B,D)",2/1/2020,125176,69025,1.069268026,1.189716984
"174-175 STS (B,D)",3/1/2020,87256,52661,0.676975119,0.777639953
"174-175 STS (B,D)",4/1/2020,26220,21465,0.209413212,0.322961648
"174-175 STS (B,D)",5/1/2020,31243,25335,0.250509149,0.378044049
"174-175 STS (B,D)",6/1/2020,40723,32834,0.331950309,0.494830756
"174-175 STS (B,D)",7/1/2020,47200,38214,0.365667537,0.520626703
"174-175 STS (B,D)",8/1/2020,47686,39233,0.369635992,0.542559223
"174-175 STS (B,D)",9/1/2020,57959,56570,0.435644383,0.770855477
"174-175 STS (B,D)",10/1/2020,62911,61031,0.437574771,0.801541856
"174-175 STS (B,D)",11/1/2020,53931,55545,0.410918511,0.792752548
"174-175 STS (B,D)",12/1/2020,57341,60231,0.442558676,0.86052891
"174-175 STS (B,D)",1/1/2021,53831,57708,0.465972439,0.793651667
"174-175 STS (B,D)",2/1/2021,48521,48698,0.414472054,0.839360199
"174-175 STS (B,D)",3/1/2021,24912,22055,0.193279593,0.325684077
175 ST (A),1/1/2020,352150,201844,1.14086241,1.128004516
175 ST (A),2/1/2020,332843,195452,1.140166139,1.166989086
175 ST (A),3/1/2020,187415,113875,0.544410651,0.607624993
175 ST (A),4/1/2020,27222,25047,0.076003015,0.129202819
175 ST (A),5/1/2020,28855,24393,0.076433847,0.119685001
175 ST (A),6/1/2020,53208,45583,0.144681707,0.22746462
175 ST (A),7/1/2020,81396,66730,0.226074253,0.333476592
175 ST (A),8/1/2020,88680,72379,0.246686918,0.353912503
175 ST (A),9/1/2020,103741,85541,0.286137866,0.428047438
175 ST (A),10/1/2020,114981,92528,0.298954785,0.446460279
175 ST (A),11/1/2020,101202,83065,0.287784473,0.444742492
175 ST (A),12/1/2020,104105,90677,0.303285876,0.482653083
175 ST (A),1/1/2021,104798,93866,0.339514692,0.524569825
175 ST (A),2/1/2021,99032,86565,0.339237818,0.516855341
175 ST (A),3/1/2021,50644,42466,0.147112734,0.226594099
176 ST (4),1/1/2020,141929,82910,1.074153681,1.023062401
176 ST (4),2/1/2020,134083,85481,1.125868019,1.219015159
176 ST (4),3/1/2020,99319,70942,0.671559844,0.806690773
176 ST (4),4/1/2020,31730,34328,0.220070606,0.392230347
176 ST (4),5/1/2020,37838,40167,0.243198252,0.467961414
176 ST (4),6/1/2020,45238,46444,0.311237091,0.548769393
176 ST (4),7/1/2020,51269,51501,0.357198097,0.602971479
176 ST (4),8/1/2020,49262,48337,0.351705624,0.563479944
176 ST (4),9/1/2020,61472,55329,0.41145917,0.617649029
176 ST (4),10/1/2020,49084,45472,0.304344052,0.483451524
176 ST (4),11/1/2020,54833,50809,0.365134646,0.596349765
176 ST (4),12/1/2020,64387,57703,0.459841451,0.712206863
176 ST (4),1/1/2021,57761,54251,0.437149496,0.669426587
176 ST (4),2/1/2021,53915,51054,0.452713426,0.728063545
176 ST (4),3/1/2021,26661,24828,0.180272224,0.28232244
18 AV (D),1/1/2020,167762,43496,1.045246106,1.08636795
18 AV (D),2/1/2020,156697,39491,1.080035841,1.078900637
18 AV (D),3/1/2020,95158,26220,0.572358291,0.628189463
18 AV (D),4/1/2020,17017,6323,0.112926452,0.168752836
18 AV (D),5/1/2020,24019,8263,0.138577816,0.182535124
18 AV (D),6/1/2020,39084,12569,0.251967895,0.307905245
18 AV (D),7/1/2020,50862,16210,0.304165819,0.369964624
18 AV (D),8/1/2020,53402,16611,0.321776332,0.375695481
18 AV (D),9/1/2020,65145,19795,0.387216995,0.437159073
18 AV (D),10/1/2020,67584,21363,0.384198648,0.454116447
18 AV (D),11/1/2020,64777,19618,0.390060758,0.466229384
18 AV (D),12/1/2020,63436,19574,0.371995379,0.427650696
18 AV (D),1/1/2021,58237,18091,0.362847352,0.451845747
18 AV (D),2/1/2021,46645,16342,0.321501189,0.446466137
18 AV (D),3/1/2021,26300,7913,0.15818978,0.189582884
18 AV (F),1/1/2020,90146,70927,0.95261545,1.070176233
18 AV (F),2/1/2020,97600,71815,1.119612724,1.186397277
18 AV (F),3/1/2020,62827,47924,0.757335037,0.863915779
18 AV (F),4/1/2020,14052,14160,0.148118478,0.208618785
18 AV (F),5/1/2020,17345,16976,0.168153175,0.22763966
18 AV (F),6/1/2020,24105,21971,0.254231925,0.308032022
18 AV (F),7/1/2020,29048,26358,0.326173125,0.387042775
18 AV (F),8/1/2020,22548,23503,0.258967026,0.357090765
18 AV (F),9/1/2020,34992,33057,0.361659466,0.459131377
18 AV (F),10/1/2020,42657,38206,0.431563186,0.499450952
18 AV (F),11/1/2020,35899,31328,0.361305971,0.428633975
18 AV (F),12/1/2020,37556,34596,0.384692602,0.479727106
18 AV (F),1/1/2021,34864,31821,0.36842439,0.480128553
18 AV (F),2/1/2021,35550,32850,0.407809758,0.542688165
18 AV (F),3/1/2021,18265,15454,0.220171653,0.278585979
18 AV (N),1/1/2020,123839,113769,1.63341511,3.204219005
18 AV (N),2/1/2020,115285,106468,1.683533398,3.38832665
18 AV (N),3/1/2020,70124,65239,0.875729004,1.828498557
18 AV (N),4/1/2020,13227,13558,0.165749803,0.361720292
18 AV (N),5/1/2020,19253,19627,0.22851683,0.458125204
