neighborhood,period,entries_usage_yoy,exits_usage_yoy
"Wakefield, Williamsbridge & Woodlawn ",8/1/2020,0.33075356,0.490743762
"Wakefield, Williamsbridge & Woodlawn ",9/1/2020,0.425179433,0.529528882
"Wakefield, Williamsbridge & Woodlawn ",10/1/2020,0.419258016,0.529001582
"Wakefield, Williamsbridge & Woodlawn ",11/1/2020,0.356721871,0.478192256
"Wakefield, Williamsbridge & Woodlawn ",12/1/2020,0.422047035,0.550327663
"Wakefield, Williamsbridge & Woodlawn ",1/1/2021,0.393237389,0.504319951
"Wakefield, Williamsbridge & Woodlawn ",2/1/2021,0.376598646,0.48514329
"Washington Heights, Inwood & Marble Hill ",4/1/2020,0.114991016,0.180456088
"Washington Heights, Inwood & Marble Hill ",5/1/2020,0.136205294,0.210194603
"Washington Heights, Inwood & Marble Hill ",6/1/2020,0.215049172,0.325840446
"Washington Heights, Inwood & Marble Hill ",7/1/2020,0.282542704,0.4155934
"Washington Heights, Inwood & Marble Hill ",8/1/2020,0.300825592,0.464590907
"Washington Heights, Inwood & Marble Hill ",9/1/2020,0.356808185,0.533807578
"Washington Heights, Inwood & Marble Hill ",10/1/2020,0.368295684,0.543730283
"Washington Heights, Inwood & Marble Hill ",11/1/2020,0.355875435,0.525802067
"Washington Heights, Inwood & Marble Hill ",12/1/2020,0.344541067,0.502538142
"Washington Heights, Inwood & Marble Hill ",1/1/2021,0.308315528,0.414663061
"Washington Heights, Inwood & Marble Hill ",2/1/2021,0.321587081,0.44518192
New York City,4/1/2020,0.08311185,0.116602369
New York City,5/1/2020,0.102845312,0.142444406
New York City,6/1/2020,0.16703419,0.220179077
New York City,7/1/2020,0.22595276,0.292974455
New York City,8/1/2020,0.244688731,0.319962339
New York City,9/1/2020,0.282043295,0.358170156
New York City,10/1/2020,0.288684709,0.364908231
New York City,11/1/2020,0.284893459,0.367118385
New York City,12/1/2020,0.284555186,0.370420979
New York City,1/1/2021,0.268578492,0.35097205
New York City,2/1/2021,0.266968936,0.352280339
