station,period,entries_diff,exits_diff
1 AV (L),2018-12-01,38846.0,48451.0
1 AV (L),2019-01-01,554817.0,629937.0
1 AV (L),2019-02-01,370182.0,418573.0
1 AV (L),2019-03-01,470764.0,516580.0
1 AV (L),2019-04-01,522903.0,586210.0
1 AV (L),2019-05-01,474070.0,540035.0
1 AV (L),2019-06-01,447543.0,501527.0
1 AV (L),2019-07-01,422979.0,475678.0
1 AV (L),2019-08-01,400456.0,454031.0
1 AV (L),2019-09-01,407409.0,453313.0
1 AV (L),2019-10-01,474848.0,521811.0
1 AV (L),2019-11-01,421862.0,468859.0
1 AV (L),2019-12-01,409098.0,470539.0
1 AV (L),2020-01-01,433852.0,497230.0
1 AV (L),2020-02-01,383831.0,464922.0
1 AV (L),2020-03-01,201853.0,273699.0
1 AV (L),2020-04-01,37314.0,62160.0
1 AV (L),2020-05-01,49850.0,76545.0
1 AV (L),2020-06-01,82707.0,123857.0
1 AV (L),2020-07-01,121085.0,172204.0
1 AV (L),2020-08-01,140340.0,200799.0
1 AV (L),2020-09-01,166379.0,227731.0
1 AV (L),2020-10-01,193791.0,262422.0
1 AV (L),2020-11-01,172199.0,240100.0
1 AV (L),2020-12-01,152721.0,232906.0
1 AV (L),2021-01-01,151843.0,240712.0
1 AV (L),2021-02-01,144663.0,230150.0
1 AV (L),2021-03-01,72600.0,116712.0
103 ST (1),2018-12-01,25870.0,12549.0
103 ST (1),2019-01-01,330161.0,170617.0
103 ST (1),2019-02-01,315239.0,162960.0
103 ST (1),2019-03-01,339322.0,174736.0
103 ST (1),2019-04-01,340546.0,169224.0
103 ST (1),2019-05-01,355701.0,177051.0
103 ST (1),2019-06-01,259312.0,127045.0
103 ST (1),2019-07-01,251433.0,124073.0
103 ST (1),2019-08-01,273778.0,137266.0
103 ST (1),2019-09-01,324440.0,162954.0
103 ST (1),2019-10-01,344541.0,178664.0
103 ST (1),2019-11-01,320172.0,169048.0
103 ST (1),2019-12-01,325465.0,167834.0
103 ST (1),2020-01-01,315439.0,171785.0
103 ST (1),2020-02-01,295095.0,156487.0
103 ST (1),2020-03-01,161796.0,99175.0
103 ST (1),2020-04-01,27287.0,25199.0
103 ST (1),2020-05-01,33157.0,29486.0
103 ST (1),2020-06-01,48285.0,40655.0
103 ST (1),2020-07-01,64970.0,53515.0
103 ST (1),2020-08-01,70981.0,59556.0
103 ST (1),2020-09-01,89687.0,70541.0
103 ST (1),2020-10-01,104088.0,80958.0
103 ST (1),2020-11-01,93588.0,74839.0
103 ST (1),2020-12-01,90755.0,72308.0
103 ST (1),2021-01-01,80822.0,64496.0
103 ST (1),2021-02-01,78507.0,62231.0
103 ST (1),2021-03-01,39989.0,30917.0
103 ST (6),2018-12-01,20618.0,20280.0
103 ST (6),2019-01-01,338360.0,310250.0
103 ST (6),2019-02-01,309477.0,282000.0
103 ST (6),2019-03-01,354213.0,322827.0
103 ST (6),2019-04-01,346895.0,318460.0
103 ST (6),2019-05-01,363742.0,329033.0
103 ST (6),2019-06-01,333081.0,306345.0
103 ST (6),2019-07-01,312763.0,297316.0
103 ST (6),2019-08-01,318058.0,304083.0
103 ST (6),2019-09-01,343772.0,316790.0
103 ST (6),2019-10-01,377877.0,346956.0
103 ST (6),2019-11-01,337487.0,318523.0
103 ST (6),2019-12-01,327925.0,309978.0
103 ST (6),2020-01-01,338431.0,324518.0
103 ST (6),2020-02-01,313978.0,304142.0
103 ST (6),2020-03-01,205704.0,210160.0
103 ST (6),2020-04-01,55966.0,71861.0
103 ST (6),2020-05-01,64404.0,83492.0
103 ST (6),2020-06-01,85644.0,111003.0
103 ST (6),2020-07-01,100898.0,133940.0
103 ST (6),2020-08-01,102954.0,135174.0
103 ST (6),2020-09-01,125265.0,156252.0
103 ST (6),2020-10-01,137863.0,172248.0
103 ST (6),2020-11-01,125967.0,158595.0
103 ST (6),2020-12-01,124463.0,160194.0
103 ST (6),2021-01-01,117355.0,153201.0
103 ST (6),2021-02-01,111979.0,144530.0
103 ST (6),2021-03-01,57400.0,72265.0
"103 ST (B,C)",2018-12-01,7663.0,5799.0
"103 ST (B,C)",2019-01-01,115878.0,78959.0
"103 ST (B,C)",2019-02-01,96782.0,61897.0
"103 ST (B,C)",2019-03-01,121179.0,86557.0
"103 ST (B,C)",2019-04-01,127847.0,88649.0
"103 ST (B,C)",2019-05-01,139017.0,94997.0
"103 ST (B,C)",2019-06-01,137602.0,97308.0
"103 ST (B,C)",2019-07-01,123847.0,93341.0
"103 ST (B,C)",2019-08-01,139884.0,103192.0
"103 ST (B,C)",2019-09-01,129809.0,93991.0
"103 ST (B,C)",2019-10-01,137287.0,94498.0
"103 ST (B,C)",2019-11-01,121810.0,83158.0
"103 ST (B,C)",2019-12-01,118413.0,82065.0
"103 ST (B,C)",2020-01-01,121972.0,84923.0
"103 ST (B,C)",2020-02-01,112680.0,80346.0
"103 ST (B,C)",2020-03-01,66195.0,49867.0
"103 ST (B,C)",2020-04-01,11444.0,11159.0
"103 ST (B,C)",2020-05-01,14352.0,14184.0
"103 ST (B,C)",2020-06-01,21172.0,21278.0
"103 ST (B,C)",2020-07-01,27348.0,29249.0
"103 ST (B,C)",2020-08-01,29081.0,29681.0
"103 ST (B,C)",2020-09-01,36322.0,35385.0
"103 ST (B,C)",2020-10-01,40556.0,38558.0
"103 ST (B,C)",2020-11-01,36751.0,36917.0
"103 ST (B,C)",2020-12-01,34713.0,35067.0
"103 ST (B,C)",2021-01-01,34109.0,34979.0
"103 ST (B,C)",2021-02-01,31796.0,32356.0
"103 ST (B,C)",2021-03-01,15932.0,16268.0
103 ST-CORONA PLAZA (7),2018-12-01,40895.0,31570.0
103 ST-CORONA PLAZA (7),2019-01-01,518418.0,388322.0
103 ST-CORONA PLAZA (7),2019-02-01,485508.0,357413.0
103 ST-CORONA PLAZA (7),2019-03-01,528224.0,403186.0
103 ST-CORONA PLAZA (7),2019-04-01,540640.0,401542.0
103 ST-CORONA PLAZA (7),2019-05-01,565193.0,408079.0
103 ST-CORONA PLAZA (7),2019-06-01,530629.0,386014.0
103 ST-CORONA PLAZA (7),2019-07-01,518264.0,398233.0
103 ST-CORONA PLAZA (7),2019-08-01,531524.0,410627.0
103 ST-CORONA PLAZA (7),2019-09-01,551590.0,412084.0
103 ST-CORONA PLAZA (7),2019-10-01,582610.0,430574.0
103 ST-CORONA PLAZA (7),2019-11-01,539756.0,406927.0
103 ST-CORONA PLAZA (7),2019-12-01,538911.0,412600.0
103 ST-CORONA PLAZA (7),2020-01-01,542653.0,410626.0
103 ST-CORONA PLAZA (7),2020-02-01,512271.0,380425.0
103 ST-CORONA PLAZA (7),2020-03-01,348016.0,255801.0
103 ST-CORONA PLAZA (7),2020-04-01,67501.0,73279.0
103 ST-CORONA PLAZA (7),2020-05-01,110957.0,117579.0
103 ST-CORONA PLAZA (7),2020-06-01,169520.0,165640.0
103 ST-CORONA PLAZA (7),2020-07-01,215319.0,205718.0
103 ST-CORONA PLAZA (7),2020-08-01,205150.0,221811.0
103 ST-CORONA PLAZA (7),2020-09-01,251563.0,265527.0
103 ST-CORONA PLAZA (7),2020-10-01,279526.0,287717.0
103 ST-CORONA PLAZA (7),2020-11-01,271275.0,279415.0
103 ST-CORONA PLAZA (7),2020-12-01,268402.0,265933.0
103 ST-CORONA PLAZA (7),2021-01-01,250524.0,266473.0
103 ST-CORONA PLAZA (7),2021-02-01,229535.0,239937.0
103 ST-CORONA PLAZA (7),2021-03-01,112896.0,117331.0
104 ST (A),2018-12-01,2746.0,995.0
104 ST (A),2019-01-01,44583.0,16461.0
104 ST (A),2019-02-01,42092.0,15512.0
104 ST (A),2019-03-01,47561.0,17192.0
104 ST (A),2019-04-01,45862.0,15760.0
104 ST (A),2019-05-01,48152.0,16626.0
104 ST (A),2019-06-01,44657.0,15208.0
104 ST (A),2019-07-01,44530.0,15492.0
104 ST (A),2019-08-01,44989.0,15912.0
104 ST (A),2019-09-01,45904.0,16112.0
104 ST (A),2019-10-01,50439.0,17367.0
104 ST (A),2019-11-01,45746.0,16204.0
104 ST (A),2019-12-01,41554.0,14852.0
104 ST (A),2020-01-01,43011.0,15671.0
104 ST (A),2020-02-01,41010.0,15184.0
104 ST (A),2020-03-01,27853.0,10364.0
104 ST (A),2020-04-01,5552.0,2471.0
104 ST (A),2020-05-01,7637.0,3141.0
104 ST (A),2020-06-01,12291.0,4870.0
104 ST (A),2020-07-01,15633.0,6157.0
104 ST (A),2020-08-01,16962.0,6703.0
104 ST (A),2020-09-01,19187.0,4539.0
104 ST (A),2020-10-01,21529.0,6139.0
104 ST (A),2020-11-01,19267.0,10397.0
104 ST (A),2020-12-01,19277.0,12764.0
104 ST (A),2021-01-01,17062.0,7703.0
104 ST (A),2021-02-01,16115.0,7514.0
104 ST (A),2021-03-01,8179.0,3792.0
"104 ST (J,Z)",2018-12-01,2980.0,2055.0
"104 ST (J,Z)",2019-01-01,63648.0,45226.0
"104 ST (J,Z)",2019-02-01,61168.0,39308.0
"104 ST (J,Z)",2019-03-01,73672.0,36429.0
"104 ST (J,Z)",2019-04-01,76584.0,39922.0
"104 ST (J,Z)",2019-05-01,74651.0,43170.0
"104 ST (J,Z)",2019-06-01,66191.0,37985.0
"104 ST (J,Z)",2019-07-01,60692.0,31622.0
"104 ST (J,Z)",2019-08-01,56266.0,29760.0
"104 ST (J,Z)",2019-09-01,60805.0,32123.0
"104 ST (J,Z)",2019-10-01,67177.0,35482.0
"104 ST (J,Z)",2019-11-01,62855.0,32768.0
"104 ST (J,Z)",2019-12-01,60708.0,31477.0
"104 ST (J,Z)",2020-01-01,62831.0,31959.0
"104 ST (J,Z)",2020-02-01,61077.0,31494.0
"104 ST (J,Z)",2020-03-01,41755.0,21889.0
"104 ST (J,Z)",2020-04-01,8498.0,5358.0
"104 ST (J,Z)",2020-05-01,13369.0,7536.0
"104 ST (J,Z)",2020-06-01,19150.0,11030.0
"104 ST (J,Z)",2020-07-01,24226.0,13837.0
"104 ST (J,Z)",2020-08-01,25190.0,14469.0
"104 ST (J,Z)",2020-09-01,28290.0,15989.0
"104 ST (J,Z)",2020-10-01,26908.0,14639.0
"104 ST (J,Z)",2020-11-01,27299.0,20635.0
"104 ST (J,Z)",2020-12-01,28770.0,22618.0
"104 ST (J,Z)",2021-01-01,27651.0,21449.0
"104 ST (J,Z)",2021-02-01,26668.0,27895.0
"104 ST (J,Z)",2021-03-01,13160.0,13345.0
110 ST (6),2018-12-01,18830.0,17842.0
110 ST (6),2019-01-01,280197.0,251148.0
110 ST (6),2019-02-01,255203.0,228084.0
110 ST (6),2019-03-01,291279.0,263109.0
110 ST (6),2019-04-01,279849.0,252505.0
110 ST (6),2019-05-01,297065.0,266863.0
110 ST (6),2019-06-01,276277.0,250586.0
110 ST (6),2019-07-01,249594.0,242032.0
110 ST (6),2019-08-01,262751.0,251002.0
110 ST (6),2019-09-01,281758.0,254399.0
110 ST (6),2019-10-01,307069.0,273276.0
110 ST (6),2019-11-01,279004.0,254956.0
110 ST (6),2019-12-01,273914.0,252141.0
110 ST (6),2020-01-01,276241.0,257776.0
110 ST (6),2020-02-01,255407.0,238914.0
110 ST (6),2020-03-01,165564.0,170146.0
110 ST (6),2020-04-01,39380.0,58288.0
110 ST (6),2020-05-01,47424.0,69163.0
110 ST (6),2020-06-01,63654.0,91598.0
110 ST (6),2020-07-01,76680.0,110977.0
110 ST (6),2020-08-01,78218.0,113286.0
110 ST (6),2020-09-01,96080.0,129783.0
110 ST (6),2020-10-01,110076.0,149620.0
110 ST (6),2020-11-01,99578.0,136902.0
110 ST (6),2020-12-01,100349.0,138747.0
110 ST (6),2021-01-01,95652.0,134418.0
110 ST (6),2021-02-01,88777.0,123190.0
110 ST (6),2021-03-01,46153.0,59817.0
111 ST (7),2018-12-01,23214.0,14970.0
111 ST (7),2019-01-01,290246.0,179177.0
111 ST (7),2019-02-01,269978.0,186599.0
111 ST (7),2019-03-01,303676.0,221492.0
111 ST (7),2019-04-01,309464.0,226633.0
111 ST (7),2019-05-01,323209.0,220078.0
111 ST (7),2019-06-01,306453.0,200892.0
111 ST (7),2019-07-01,308713.0,197815.0
111 ST (7),2019-08-01,312650.0,206200.0
111 ST (7),2019-09-01,314956.0,208156.0
111 ST (7),2019-10-01,419257.0,202983.0
111 ST (7),2019-11-01,391576.0,191025.0
111 ST (7),2019-12-01,306499.0,201412.0
111 ST (7),2020-01-01,300811.0,199926.0
111 ST (7),2020-02-01,468497.0,171252.0
111 ST (7),2020-03-01,239280.0,129510.0
111 ST (7),2020-04-01,39107.0,33146.0
111 ST (7),2020-05-01,66122.0,53572.0
111 ST (7),2020-06-01,100140.0,76947.0
111 ST (7),2020-07-01,127440.0,93054.0
111 ST (7),2020-08-01,129989.0,96674.0
111 ST (7),2020-09-01,153027.0,113333.0
111 ST (7),2020-10-01,169532.0,119935.0
111 ST (7),2020-11-01,160297.0,121913.0
111 ST (7),2020-12-01,152386.0,118342.0
111 ST (7),2021-01-01,148853.0,116026.0
111 ST (7),2021-02-01,134590.0,104195.0
111 ST (7),2021-03-01,65825.0,49809.0
111 ST (A),2018-12-01,3519.0,1301.0
111 ST (A),2019-01-01,63223.0,23034.0
111 ST (A),2019-02-01,60533.0,21996.0
111 ST (A),2019-03-01,68296.0,24309.0
111 ST (A),2019-04-01,66294.0,23230.0
111 ST (A),2019-05-01,68892.0,23942.0
111 ST (A),2019-06-01,64209.0,22320.0
111 ST (A),2019-07-01,62889.0,21498.0
111 ST (A),2019-08-01,63311.0,21816.0
111 ST (A),2019-09-01,65355.0,22227.0
111 ST (A),2019-10-01,70481.0,23654.0
111 ST (A),2019-11-01,63562.0,21950.0
111 ST (A),2019-12-01,56502.0,19681.0
111 ST (A),2020-01-01,59802.0,21621.0
111 ST (A),2020-02-01,57382.0,21040.0
111 ST (A),2020-03-01,39085.0,14789.0
111 ST (A),2020-04-01,7961.0,3561.0
111 ST (A),2020-05-01,10530.0,5473.0
111 ST (A),2020-06-01,16613.0,11635.0
111 ST (A),2020-07-01,21448.0,10694.0
111 ST (A),2020-08-01,23262.0,10065.0
111 ST (A),2020-09-01,27383.0,11358.0
111 ST (A),2020-10-01,30219.0,12042.0
111 ST (A),2020-11-01,26733.0,11223.0
111 ST (A),2020-12-01,26115.0,11128.0
111 ST (A),2021-01-01,24732.0,9823.0
111 ST (A),2021-02-01,22409.0,9342.0
111 ST (A),2021-03-01,11321.0,4662.0
111 ST (J),2018-12-01,3379.0,1588.0
111 ST (J),2019-01-01,21501.0,11156.0
111 ST (J),2019-06-01,26357.0,18888.0
111 ST (J),2019-07-01,47667.0,30934.0
111 ST (J),2019-08-01,44554.0,28835.0
111 ST (J),2019-09-01,50552.0,30665.0
111 ST (J),2019-10-01,57620.0,34966.0
111 ST (J),2019-11-01,55970.0,32320.0
111 ST (J),2019-12-01,52428.0,30938.0
111 ST (J),2020-01-01,52488.0,30696.0
111 ST (J),2020-02-01,52693.0,30918.0
111 ST (J),2020-03-01,36233.0,21734.0
111 ST (J),2020-04-01,6792.0,4857.0
111 ST (J),2020-05-01,10211.0,6526.0
111 ST (J),2020-06-01,14666.0,9784.0
111 ST (J),2020-07-01,17949.0,12441.0
111 ST (J),2020-08-01,18572.0,13265.0
111 ST (J),2020-09-01,24505.0,15394.0
111 ST (J),2020-10-01,24503.0,13739.0
111 ST (J),2020-11-01,24256.0,15638.0
111 ST (J),2020-12-01,24485.0,17032.0
111 ST (J),2021-01-01,22467.0,19712.0
111 ST (J),2021-02-01,21862.0,18268.0
111 ST (J),2021-03-01,10605.0,8617.0
"116 ST (2,3)",2018-12-01,20975.0,10584.0
"116 ST (2,3)",2019-01-01,265844.0,134324.0
"116 ST (2,3)",2019-02-01,265671.0,128425.0
"116 ST (2,3)",2019-03-01,308907.0,145694.0
"116 ST (2,3)",2019-04-01,303037.0,142940.0
"116 ST (2,3)",2019-05-01,318458.0,150825.0
"116 ST (2,3)",2019-06-01,298043.0,142377.0
"116 ST (2,3)",2019-07-01,278689.0,133056.0
"116 ST (2,3)",2019-08-01,208819.0,97059.0
"116 ST (2,3)",2019-09-01,285030.0,136138.0
"116 ST (2,3)",2019-10-01,311581.0,150023.0
"116 ST (2,3)",2019-11-01,272403.0,133852.0
"116 ST (2,3)",2019-12-01,260422.0,133341.0
"116 ST (2,3)",2020-01-01,275160.0,148406.0
"116 ST (2,3)",2020-02-01,264954.0,139163.0
"116 ST (2,3)",2020-03-01,160291.0,97137.0
"116 ST (2,3)",2020-04-01,36442.0,37238.0
"116 ST (2,3)",2020-05-01,43693.0,43711.0
"116 ST (2,3)",2020-06-01,55698.0,51924.0
"116 ST (2,3)",2020-07-01,68201.0,65970.0
"116 ST (2,3)",2020-08-01,72197.0,71022.0
"116 ST (2,3)",2020-09-01,89359.0,79290.0
"116 ST (2,3)",2020-10-01,100244.0,84278.0
"116 ST (2,3)",2020-11-01,89914.0,76801.0
"116 ST (2,3)",2020-12-01,84964.0,72922.0
"116 ST (2,3)",2021-01-01,82184.0,74009.0
"116 ST (2,3)",2021-02-01,76984.0,66283.0
"116 ST (2,3)",2021-03-01,39220.0,31431.0
116 ST (6),2018-12-01,27393.0,17289.0
116 ST (6),2019-01-01,379285.0,223749.0
116 ST (6),2019-02-01,351664.0,205885.0
116 ST (6),2019-03-01,405300.0,244399.0
116 ST (6),2019-04-01,396772.0,234224.0
116 ST (6),2019-05-01,411108.0,247641.0
116 ST (6),2019-06-01,373476.0,244773.0
116 ST (6),2019-07-01,345661.0,212472.0
116 ST (6),2019-08-01,373241.0,233049.0
116 ST (6),2019-09-01,392446.0,238848.0
116 ST (6),2019-10-01,419011.0,253496.0
116 ST (6),2019-11-01,384656.0,234333.0
116 ST (6),2019-12-01,377221.0,236833.0
116 ST (6),2020-01-01,375120.0,244992.0
116 ST (6),2020-02-01,356122.0,231382.0
116 ST (6),2020-03-01,235897.0,174310.0
116 ST (6),2020-04-01,56839.0,69000.0
116 ST (6),2020-05-01,68254.0,79836.0
116 ST (6),2020-06-01,90652.0,103986.0
116 ST (6),2020-07-01,110578.0,126540.0
116 ST (6),2020-08-01,109140.0,123911.0
116 ST (6),2020-09-01,137494.0,138102.0
116 ST (6),2020-10-01,154659.0,152785.0
116 ST (6),2020-11-01,140794.0,143308.0
116 ST (6),2020-12-01,137510.0,144217.0
116 ST (6),2021-01-01,131059.0,139517.0
116 ST (6),2021-02-01,123366.0,128583.0
116 ST (6),2021-03-01,62597.0,61641.0
"116 ST (B,C)",2018-12-01,11719.0,9176.0
"116 ST (B,C)",2019-01-01,183534.0,125790.0
"116 ST (B,C)",2019-02-01,162811.0,110454.0
"116 ST (B,C)",2019-03-01,189161.0,132087.0
"116 ST (B,C)",2019-04-01,197243.0,135724.0
"116 ST (B,C)",2019-05-01,210712.0,145904.0
"116 ST (B,C)",2019-06-01,194571.0,138332.0
"116 ST (B,C)",2019-07-01,174892.0,146768.0
"116 ST (B,C)",2019-08-01,197673.0,165057.0
"116 ST (B,C)",2019-09-01,197565.0,150348.0
"116 ST (B,C)",2019-10-01,212987.0,155849.0
"116 ST (B,C)",2019-11-01,194861.0,137536.0
"116 ST (B,C)",2019-12-01,194688.0,141910.0
"116 ST (B,C)",2020-01-01,196112.0,146907.0
"116 ST (B,C)",2020-02-01,181315.0,136278.0
"116 ST (B,C)",2020-03-01,107391.0,92988.0
"116 ST (B,C)",2020-04-01,18004.0,26965.0
"116 ST (B,C)",2020-05-01,20557.0,29496.0
"116 ST (B,C)",2020-06-01,31595.0,42498.0
"116 ST (B,C)",2020-07-01,42302.0,54960.0
"116 ST (B,C)",2020-08-01,43679.0,56820.0
"116 ST (B,C)",2020-09-01,53610.0,63071.0
"116 ST (B,C)",2020-10-01,59331.0,56577.0
"116 ST (B,C)",2020-11-01,55056.0,67188.0
"116 ST (B,C)",2020-12-01,52947.0,64397.0
"116 ST (B,C)",2021-01-01,50337.0,62717.0
"116 ST (B,C)",2021-02-01,49062.0,58956.0
"116 ST (B,C)",2021-03-01,24665.0,28340.0
116 ST-COLUMBIA UNIVERSITY (1),2018-12-01,12176.0,6636.0
116 ST-COLUMBIA UNIVERSITY (1),2019-01-01,314027.0,169920.0
116 ST-COLUMBIA UNIVERSITY (1),2019-02-01,400723.0,204484.0
116 ST-COLUMBIA UNIVERSITY (1),2019-03-01,398817.0,205491.0
116 ST-COLUMBIA UNIVERSITY (1),2019-04-01,434181.0,217938.0
116 ST-COLUMBIA UNIVERSITY (1),2019-05-01,367458.0,193498.0
116 ST-COLUMBIA UNIVERSITY (1),2019-06-01,259620.0,139641.0
116 ST-COLUMBIA UNIVERSITY (1),2019-07-01,291030.0,153105.0
116 ST-COLUMBIA UNIVERSITY (1),2019-08-01,283697.0,146409.0
116 ST-COLUMBIA UNIVERSITY (1),2019-09-01,427983.0,212563.0
116 ST-COLUMBIA UNIVERSITY (1),2019-10-01,474796.0,234876.0
116 ST-COLUMBIA UNIVERSITY (1),2019-11-01,402381.0,203743.0
116 ST-COLUMBIA UNIVERSITY (1),2019-12-01,331238.0,168864.0
116 ST-COLUMBIA UNIVERSITY (1),2020-01-01,312512.0,170293.0
116 ST-COLUMBIA UNIVERSITY (1),2020-02-01,375708.0,205526.0
116 ST-COLUMBIA UNIVERSITY (1),2020-03-01,152869.0,97997.0
116 ST-COLUMBIA UNIVERSITY (1),2020-04-01,15587.0,14700.0
116 ST-COLUMBIA UNIVERSITY (1),2020-05-01,16845.0,16901.0
116 ST-COLUMBIA UNIVERSITY (1),2020-06-01,25379.0,23857.0
116 ST-COLUMBIA UNIVERSITY (1),2020-07-01,34575.0,31284.0
116 ST-COLUMBIA UNIVERSITY (1),2020-08-01,41175.0,37342.0
116 ST-COLUMBIA UNIVERSITY (1),2020-09-01,58874.0,51832.0
116 ST-COLUMBIA UNIVERSITY (1),2020-10-01,64068.0,55416.0
116 ST-COLUMBIA UNIVERSITY (1),2020-11-01,54287.0,48799.0
116 ST-COLUMBIA UNIVERSITY (1),2020-12-01,51233.0,44868.0
116 ST-COLUMBIA UNIVERSITY (1),2021-01-01,52049.0,45295.0
116 ST-COLUMBIA UNIVERSITY (1),2021-02-01,52644.0,46477.0
116 ST-COLUMBIA UNIVERSITY (1),2021-03-01,27288.0,24491.0
"121 ST (J,Z)",2018-12-01,4112.0,546.0
"121 ST (J,Z)",2019-01-01,56920.0,29455.0
"121 ST (J,Z)",2019-02-01,48259.0,28049.0
"121 ST (J,Z)",2019-03-01,57161.0,36904.0
"121 ST (J,Z)",2019-04-01,63646.0,49157.0
"121 ST (J,Z)",2019-05-01,60910.0,41791.0
"121 ST (J,Z)",2019-06-01,59003.0,39402.0
"121 ST (J,Z)",2019-07-01,59467.0,40549.0
"121 ST (J,Z)",2019-08-01,53963.0,36964.0
"121 ST (J,Z)",2019-09-01,55807.0,36294.0
"121 ST (J,Z)",2019-10-01,63129.0,41119.0
"121 ST (J,Z)",2019-11-01,59006.0,37932.0
"121 ST (J,Z)",2019-12-01,55243.0,35005.0
"121 ST (J,Z)",2020-01-01,55480.0,36068.0
"121 ST (J,Z)",2020-02-01,53915.0,33723.0
"121 ST (J,Z)",2020-03-01,37596.0,23573.0
"121 ST (J,Z)",2020-04-01,8474.0,6765.0
"121 ST (J,Z)",2020-05-01,10987.0,8710.0
"121 ST (J,Z)",2020-06-01,15365.0,12573.0
"121 ST (J,Z)",2020-07-01,18691.0,15344.0
"121 ST (J,Z)",2020-08-01,19694.0,15862.0
"121 ST (J,Z)",2020-09-01,25967.0,20126.0
"121 ST (J,Z)",2020-10-01,27120.0,18972.0
"121 ST (J,Z)",2020-11-01,24916.0,15769.0
"121 ST (J,Z)",2020-12-01,26314.0,20497.0
"121 ST (J,Z)",2021-01-01,25517.0,21610.0
"121 ST (J,Z)",2021-02-01,23634.0,18251.0
"121 ST (J,Z)",2021-03-01,12110.0,8425.0
125 ST (1),2018-12-01,14246.0,14919.0
125 ST (1),2019-01-01,197621.0,208929.0
125 ST (1),2019-02-01,196047.0,206112.0
125 ST (1),2019-03-01,209489.0,220995.0
125 ST (1),2019-04-01,211584.0,218657.0
125 ST (1),2019-05-01,220243.0,229829.0
125 ST (1),2019-06-01,163143.0,170026.0
125 ST (1),2019-07-01,162978.0,168570.0
125 ST (1),2019-08-01,177549.0,184436.0
125 ST (1),2019-09-01,212699.0,217129.0
125 ST (1),2019-10-01,229326.0,238163.0
125 ST (1),2019-11-01,210729.0,226739.0
125 ST (1),2019-12-01,198921.0,208574.0
125 ST (1),2020-01-01,192813.0,207144.0
125 ST (1),2020-02-01,181392.0,197770.0
125 ST (1),2020-03-01,105658.0,121288.0
125 ST (1),2020-04-01,19627.0,30375.0
125 ST (1),2020-05-01,26648.0,39597.0
125 ST (1),2020-06-01,37009.0,52768.0
125 ST (1),2020-07-01,45847.0,65600.0
125 ST (1),2020-08-01,50264.0,71812.0
125 ST (1),2020-09-01,62926.0,84906.0
125 ST (1),2020-10-01,69593.0,92844.0
125 ST (1),2020-11-01,63326.0,85987.0
125 ST (1),2020-12-01,59458.0,82354.0
125 ST (1),2021-01-01,50436.0,68885.0
125 ST (1),2021-02-01,47899.0,67343.0
125 ST (1),2021-03-01,25324.0,35371.0
"125 ST (2,3)",2018-12-01,30819.0,12994.0
"125 ST (2,3)",2019-01-01,356534.0,156408.0
"125 ST (2,3)",2019-02-01,361695.0,153827.0
"125 ST (2,3)",2019-03-01,422985.0,177261.0
"125 ST (2,3)",2019-04-01,420888.0,172536.0
"125 ST (2,3)",2019-05-01,439123.0,183677.0
"125 ST (2,3)",2019-06-01,419056.0,177389.0
"125 ST (2,3)",2019-07-01,392395.0,166230.0
"125 ST (2,3)",2019-08-01,298023.0,124979.0
"125 ST (2,3)",2019-09-01,401324.0,168820.0
"125 ST (2,3)",2019-10-01,436966.0,186875.0
"125 ST (2,3)",2019-11-01,380258.0,161247.0
"125 ST (2,3)",2019-12-01,365319.0,159274.0
"125 ST (2,3)",2020-01-01,378729.0,174509.0
"125 ST (2,3)",2020-02-01,365649.0,169542.0
"125 ST (2,3)",2020-03-01,224330.0,123912.0
"125 ST (2,3)",2020-04-01,42006.0,47651.0
"125 ST (2,3)",2020-05-01,49118.0,55210.0
"125 ST (2,3)",2020-06-01,74401.0,65170.0
"125 ST (2,3)",2020-07-01,91934.0,85660.0
"125 ST (2,3)",2020-08-01,97513.0,91055.0
"125 ST (2,3)",2020-09-01,118486.0,97210.0
"125 ST (2,3)",2020-10-01,133860.0,105147.0
"125 ST (2,3)",2020-11-01,118610.0,100379.0
"125 ST (2,3)",2020-12-01,113695.0,97108.0
"125 ST (2,3)",2021-01-01,109271.0,95869.0
"125 ST (2,3)",2021-02-01,102524.0,87933.0
"125 ST (2,3)",2021-03-01,52207.0,43187.0
"125 ST (4,5,6)",2018-12-01,47490.0,42909.0
"125 ST (4,5,6)",2019-01-01,691146.0,590906.0
"125 ST (4,5,6)",2019-02-01,639768.0,548803.0
"125 ST (4,5,6)",2019-03-01,739241.0,640394.0
"125 ST (4,5,6)",2019-04-01,740755.0,651749.0
"125 ST (4,5,6)",2019-05-01,770878.0,692275.0
"125 ST (4,5,6)",2019-06-01,754027.0,672666.0
"125 ST (4,5,6)",2019-07-01,701704.0,657013.0
"125 ST (4,5,6)",2019-08-01,717520.0,674313.0
"125 ST (4,5,6)",2019-09-01,754862.0,696682.0
"125 ST (4,5,6)",2019-10-01,786428.0,705416.0
"125 ST (4,5,6)",2019-11-01,716102.0,644115.0
"125 ST (4,5,6)",2019-12-01,693533.0,621888.0
"125 ST (4,5,6)",2020-01-01,687804.0,628867.0
"125 ST (4,5,6)",2020-02-01,635067.0,586773.0
"125 ST (4,5,6)",2020-03-01,440750.0,443676.0
"125 ST (4,5,6)",2020-04-01,128418.0,191799.0
