STATION_NAME_RAW,STATION_NAME,NAME_CHANGED?,Complex ID,Latitude,Longitude,Neighborhood,PUMA,Borough
FORDHAM RD-4,FORDHAM RD (4),NO,382,40.862803,-73.901034,"Bedford Park, Fordham North & Norwood ",3706,Bronx
FORDHAM RD-BD,"FORDHAM RD (B,D)",NO,213,40.861296,-73.897749,"Bedford Park, Fordham North & Norwood ",3706,Bronx
FOREST AVE-M,FOREST AVE (M),NO,110,40.704423,-73.903077,"Ridgewood, Glendale & Middle Village ",4110,Queens
FOREST HILLS 71-EFMR,"FOREST HILLS-71 AV (E,F,M,R)",NAME_ONLY,261,40.721691,-73.844521,Forest Hills & Rego Park ,4108,Queens
FRANKLIN AV-2345S,"FRANKLIN AV-MEDGAR EVERS COLLEGE (2,3,4,5)",NAME_ONLY,627,40.670682,-73.958131,"Crown Heights South, Prospect Lefferts & Wingate ",4011,Brooklyn
FRANKLIN AV-ACS,"FRANKLIN AV-FULTON ST (A,C,S)",NAME_ONLY,627,40.68138,-73.956848,Brooklyn Heights & Fort Greene ,4004,Brooklyn
FRANKLIN ST-1,FRANKLIN ST (1),NO,326,40.719318,-74.006886,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
FREEMAN ST-25,"FREEMAN ST (2,5)",NO,429,40.829993,-73.891865,"Belmont, Crotona Park East & East Tremont ",3705,Bronx
FRESH POND RD-M,FRESH POND RD (M),NO,109,40.706186,-73.895877,"Ridgewood, Glendale & Middle Village ",4110,Queens
FT HAMILTON PKY-D,FORT HAMILTON PKWY (D),NAME_ONLY,60,40.640914,-73.994304,Sunset Park & Windsor Terrace ,4012,Brooklyn
FT HAMILTON PKY-FG,"FORT HAMILTON PKWY (F,G)",NAME_ONLY,242,40.650782,-73.975776,Sunset Park & Windsor Terrace ,4012,Brooklyn
FT HAMILTON PKY-N,FORT HAMILTON PKWY (N),NAME_ONLY,72,40.631386,-74.005351,"Borough Park, Kensington & Ocean Parkway ",4014,Brooklyn
FULTON ST-2345ACJZ,"FULTON ST (2,3,4,5,A,C,J,Z)",COMBINED,628,40.710374,-74.007582,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
FULTON ST-ACJZ2345,"FULTON ST (2,3,4,5,A,C,J,Z)",COMBINED,628,40.710374,-74.007582,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
FULTON ST-G,FULTON ST (G),NO,292,40.687119,-73.975375,Brooklyn Heights & Fort Greene ,4004,Brooklyn
GATES AV-JZ,"GATES AV (J,Z)",NO,95,40.68963,-73.92227,Bushwick ,4002,Brooklyn
GRAHAM AV-L,GRAHAM AV (L),NO,122,40.714565,-73.944053,Greenpoint & Williamsburg ,4001,Brooklyn
GRAND ARMY PLAZ-23,"GRAND ARMY PLAZA (2,3)",NAME_ONLY,340,40.675235,-73.971046,"Park Slope, Carroll Gardens & Red Hook ",4005,Brooklyn
GRAND ST-BD,"GRAND ST (B,D)",NO,231,40.718267,-73.993753,Chinatown & Lower East Side ,3809,Manhattan
GRAND ST-L,GRAND ST (L),NO,123,40.711926,-73.94067,Greenpoint & Williamsburg ,4001,Brooklyn
GRAND-NEWTOWN-MR,"GRAND AV-NEWTOWN (M,R)",NAME_ONLY,265,40.737015,-73.877223,Elmhurst & South Corona ,4107,Queens
GRANT AV-A,GRANT AV (A),NO,189,40.677044,-73.86505,East New York & Starrett City ,4008,Brooklyn
GRD CNTRL-42 ST-4567S,"GRAND CENTRAL-42 ST (4,5,6,7,S)",COMBINED,610,40.752769,-73.979189,"Murray Hill, Gramercy & Stuyvesant Town ",3808,Manhattan
GREENPOINT AV-G,GREENPOINT AV (G),NO,283,40.731352,-73.954449,Greenpoint & Williamsburg ,4001,Brooklyn
GUN HILL RD-25,"GUN HILL RD (2,5)",NO,421,40.87785,-73.866256,"Wakefield, Williamsbridge & Woodlawn ",3702,Bronx
GUN HILL RD-5,GUN HILL RD (5),NO,444,40.869526,-73.846384,"Pelham Parkway, Morris Park & Laconia ",3704,Bronx
HALSEY ST-J,HALSEY ST (J),NO,94,40.68637,-73.916559,Bushwick ,4002,Brooklyn
HALSEY ST-L,HALSEY ST (L),NO,129,40.695602,-73.904084,"Ridgewood, Glendale & Middle Village ",4110,Queens
HARLEM 148 ST-3,HARLEM 148 ST (3),NO,436,40.82388,-73.93647,Central Harlem ,3803,Manhattan
HEWES ST-JM,"HEWES ST (J,M)",NO,100,40.70687,-73.953431,Greenpoint & Williamsburg ,4001,Brooklyn
HIGH ST-AC,"HIGH ST (A,C)",NO,173,40.699337,-73.990531,Brooklyn Heights & Fort Greene ,4004,Brooklyn
HOUSTON ST-1,HOUSTON ST (1),NO,324,40.728251,-74.005367,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
HOWARD BCH JFK-A,HOWARD BEACH-JFK AIRPORT (A),NAME_ONLY,198,40.660476,-73.830301,"Queens Village, Cambria Heights & Rosedale ",4105,Queens
HOYT ST-23,"HOYT ST (2,3)",NO,336,40.690545,-73.985065,Brooklyn Heights & Fort Greene ,4004,Brooklyn
HOYT-SCHER-ACG,"HOYT-SCHERMERHORN STS (A,C,G)",NAME_ONLY,175,40.688484,-73.985001,Brooklyn Heights & Fort Greene ,4004,Brooklyn
HUNTERS PT AV-7,HUNTERS POINT AV (7),NAME_ONLY,463,40.742216,-73.948916,Sunnyside & Woodside ,4109,Queens
HUNTS POINT AV-6,HUNTS POINT AV (6),NO,371,40.820948,-73.890549,"Hunts Point, Longwood & Melrose ",3710,Bronx
INTERVALE AV-25,"INTERVALE AV (2,5)",NO,431,40.822181,-73.896736,"Hunts Point, Longwood & Melrose ",3710,Bronx
INWOOD-207 ST-A,INWOOD-207 ST (A),NO,143,40.868072,-73.919899,"Washington Heights, Inwood & Marble Hill ",3801,Manhattan
JACKSON AV-25,"JACKSON AV (2,5)",NO,433,40.81649,-73.907807,"Hunts Point, Longwood & Melrose ",3710,Bronx
JAMAICA 179 ST-F,JAMAICA 179 ST (F),NO,254,40.712646,-73.783817,"Jamaica, Hollis & St. Albans ",4112,Queens
JAMAICA CENTER-EJZ,"JAMAICA CENTER-PARSONS/ARCHER (E,J,Z)",NAME_ONLY,278,40.702147,-73.801109,"Jamaica, Hollis & St. Albans ",4112,Queens
JAMAICA VAN WK-E,JAMAICA-VAN WYCK (E),NO,280,40.702566,-73.816859,Richmond Hill & Woodhaven ,4111,Queens
JAY ST-METROTEC-ACF,"JAY ST-METROTECH (A,C,F,R)",DUPLICATED,636,40.692338,-73.987342,Brooklyn Heights & Fort Greene ,4004,Brooklyn
JAY ST-METROTEC-R,"JAY ST-METROTECH (A,C,F,R)",DUPLICATED,636,40.692338,-73.987342,Brooklyn Heights & Fort Greene ,4004,Brooklyn
JEFFERSON ST-L,JEFFERSON ST (L),NO,126,40.706607,-73.922913,Bushwick ,4002,Brooklyn
JFK JAMAICA CT1-E,"SUTPHIN BLVD-ARCHER AV-JFK AIRPORT (E,J,Z)",DUPLICATED,,40.700486,-73.807969,"Jamaica, Hollis & St. Albans ",4112,Queens
JKSN HT-ROOSVLT-EFMR7,"74 ST-BROADWAY-JACKSON HTS-ROOSEVELT AV (7,E,F,M,R)",DUPLICATED,616,40.746848,-73.891394,Elmhurst & South Corona ,4107,Queens
JUNCTION BLVD-7,JUNCTION BLVD (7),NO,451,40.749145,-73.869527,Elmhurst & South Corona ,4107,Queens
JUNIUS ST-3,JUNIUS ST (3),NO,349,40.663515,-73.902447,Brownsville & Ocean Hill ,4007,Brooklyn
KEW GARDENS-EF,"KEW GARDENS-UNION TPKE (E,F)",NAME_ONLY,259,40.714441,-73.831008,Richmond Hill & Woodhaven ,4111,Queens
KINGS HWY-BQ,"KINGS HWY (B,Q)",NO,51,40.60867,-73.957734,"Sheepshead Bay, Gerritsen Beach & Homecrest ",4016,Brooklyn
KINGS HWY-F,KINGS HWY (F),NO,250,40.603217,-73.972361,"Sheepshead Bay, Gerritsen Beach & Homecrest ",4016,Brooklyn
KINGS HWY-N,KINGS HWY (N),NO,77,40.603923,-73.980353,Bensonhurst & Bath Beach ,4017,Brooklyn
KINGSBRIDGE RD-4,KINGSBRIDGE RD (4),NO,381,40.86776,-73.897174,"Riverdale, Fieldston & Kingsbridge ",3701,Bronx
KINGSBRIDGE RD-BD,"KINGSBRIDGE RD (B,D)",NO,212,40.866978,-73.893509,"Bedford Park, Fordham North & Norwood ",3706,Bronx
KINGSTON AV-3,KINGSTON AV (3),NO,344,40.669399,-73.942161,Crown Heights North & Prospect Heights ,4006,Brooklyn
KINGSTON-THROOP-C,KINGSTON-THROOP AVS (C),NAME_ONLY,180,40.679921,-73.940858,Bedford-Stuyvesant ,4003,Brooklyn
KNICKERBOCKER-M,KNICKERBOCKER AV (M),NAME_ONLY,113,40.698664,-73.919711,Bushwick ,4002,Brooklyn
KOSCIUSZKO ST-J,KOSCIUSZKO ST (J),NO,96,40.693342,-73.928814,Bushwick ,4002,Brooklyn
LAFAYETTE AV-C,LAFAYETTE AV (C),NO,176,40.686113,-73.973946,Brooklyn Heights & Fort Greene ,4004,Brooklyn
LEXINGTON AV/53-EM6,"LEXINGTON AV/53 ST-51 ST (6,E,M)",DUPLICATED,612,40.757552,-73.969055,"Murray Hill, Gramercy & Stuyvesant Town ",3808,Manhattan
LEXINGTON AV/63-F,LEXINGTON AV/63 ST (F),NAME_ONLY,223,40.764629,-73.966113,Upper East Side ,3805,Manhattan
LIBERTY AV-C,LIBERTY AV (C),NO,185,40.674542,-73.896548,East New York & Starrett City ,4008,Brooklyn
LIVONIA AV-L,LIVONIA AV (L),NO,135,40.664038,-73.900571,Brownsville & Ocean Hill ,4007,Brooklyn
LONGWOOD AV-6,LONGWOOD AV (6),NO,372,40.816104,-73.896435,"Hunts Point, Longwood & Melrose ",3710,Bronx
LORIMER ST-JM,"LORIMER ST (J,M)",NO,99,40.703869,-73.947408,Greenpoint & Williamsburg ,4001,Brooklyn
LORIMER ST-LG,"METROPOLITAN AV/LORIMER ST (L,G)",DUPLICATED,629,40.714063,-73.950275,Greenpoint & Williamsburg ,4001,Brooklyn
MARBLE HILL-225-1,MARBLE HILL-225 (1),NO,296,40.874561,-73.909831,"Washington Heights, Inwood & Marble Hill ",3801,Manhattan
MARCY AV-JMZ,"MARCY AV (J,M,Z)",NO,101,40.708359,-73.957757,Greenpoint & Williamsburg ,4001,Brooklyn
METROPOLITAN AV-GL,"METROPOLITAN AV/LORIMER ST (L,G)",DUPLICATED,629,40.714063,-73.950275,Greenpoint & Williamsburg ,4001,Brooklyn
METROPOLITAN AV-M,MIDDLE VILLAGE-METROPOLITAN AV (M),NAME_ONLY,108,40.711396,-73.889601,"Ridgewood, Glendale & Middle Village ",4110,Queens
METS-WILLETS PT-7,METS-WILLETS POINT (7),NAME_ONLY,448,40.754622,-73.845625,Elmhurst & South Corona ,4107,Queens
MIDDLETOWN RD-6,MIDDLETOWN RD (6),NO,362,40.843863,-73.836322,"Co-op City, Pelham Bay & Schuylerville ",3703,Bronx
MONTROSE AV-L,MONTROSE AV (L),NO,124,40.707739,-73.93985,Bushwick ,4002,Brooklyn
MORGAN AV-L,MORGAN AV (L),NO,125,40.706152,-73.933147,Bushwick ,4002,Brooklyn
MORISN AV/SNDVW-6,MORRISON AV-SOUNDVIEW (6),NAME_ONLY,368,40.829521,-73.874516,"Castle Hill, Clason Point & Parkchester ",3709,Bronx
MORRIS PARK-5,MORRIS PARK (5),NO,446,40.854364,-73.860495,"Pelham Parkway, Morris Park & Laconia ",3704,Bronx
MOSHOLU PKWY-4,MOSHOLU PKWY (4),NO,379,40.87975,-73.884655,"Bedford Park, Fordham North & Norwood ",3706,Bronx
MT EDEN AV-4,MT EDEN AV (4),NO,386,40.844434,-73.914685,"Morris Heights, Fordham South & Mount Hope ",3707,Bronx
MYRTLE AV-JMZ,"MYRTLE AV (J,M,Z)",NO,97,40.697207,-73.935657,Bedford-Stuyvesant ,4003,Brooklyn
MYRTLE-WILLOUGH-G,MYRTLE-WILLOUGHBY AVS (G),NAME_ONLY,288,40.694568,-73.949046,Bedford-Stuyvesant ,4003,Brooklyn
MYRTLE-WYCKOFF-LM,"MYRTLE-WYCKOFF AVS (L,M)",COMBINED,630,40.69943,-73.912385,Bushwick ,4002,Brooklyn
NASSAU AV-G,NASSAU AV (G),NO,284,40.724635,-73.951277,Greenpoint & Williamsburg ,4001,Brooklyn
NECK RD-BQ,"NECK RD (B,Q)",NO,53,40.595246,-73.955161,"Sheepshead Bay, Gerritsen Beach & Homecrest ",4016,Brooklyn
NEPTUNE AV-F,NEPTUNE AV (F),NO,253,40.581011,-73.974574,Brighton Beach & Coney Island ,4018,Brooklyn
NEREID AV-25,"NEREID AV (2,5)",NO,417,40.898379,-73.854376,"Wakefield, Williamsbridge & Woodlawn ",3702,Bronx
NEVINS ST-2345,"NEVINS ST (2,3,4,5)",NO,337,40.688246,-73.980492,Brooklyn Heights & Fort Greene ,4004,Brooklyn
NEW LOTS AV-3,NEW LOTS AV (3),NO,352,40.666235,-73.884079,East New York & Starrett City ,4008,Brooklyn
NEW LOTS-L,NEW LOTS AV (L),NAME_ONLY,136,40.658733,-73.899232,Brownsville & Ocean Hill ,4007,Brooklyn
NEW UTRECHT AV-ND,"62 ST/NEW UTRECHT AV (D,N)",COMBINED,615,40.624842,-73.996353,Bensonhurst & Bath Beach ,4017,Brooklyn
NEWKIRK AV-25,"NEWKIRK AV (2,5)",NO,358,40.639967,-73.948411,"East Flatbush, Farragut & Rugby ",4010,Brooklyn
NEWKIRK PLAZA-BQ,"NEWKIRK PLAZA (B,Q)",NO,47,40.635082,-73.962793,Flatbush & Midwood ,4015,Brooklyn
NORTHERN BLVD-MR,"NORTHERN BLVD (M,R)",NO,269,40.752885,-73.906006,Sunnyside & Woodside ,4109,Queens
NORWOOD 205 ST-D,NORWOOD 205 ST (D),NO,210,40.874811,-73.878855,"Bedford Park, Fordham North & Norwood ",3706,Bronx
NORWOOD AV-JZ,"NORWOOD AV (J,Z)",NO,88,40.68141,-73.880039,East New York & Starrett City ,4008,Brooklyn
NOSTRAND AV-3,NOSTRAND AV (3),NO,343,40.669847,-73.950466,"Crown Heights South, Prospect Lefferts & Wingate ",4011,Brooklyn
NOSTRAND AV-AC,"NOSTRAND AV (A,C)",NO,179,40.680438,-73.950426,Crown Heights North & Prospect Heights ,4006,Brooklyn
OCEAN PKWY-Q,OCEAN PKWY (Q),NO,56,40.576312,-73.968501,Brighton Beach & Coney Island ,4018,Brooklyn
OZONE PK LEFFRT-A,OZONE PARK-LEFFERTS BLVD (A),NAME_ONLY,195,40.685951,-73.825798,Howard Beach & Ozone Park ,4113,Queens
PARK PLACE-23ACE,"CHAMBERS ST-WORLD TRADE CENTER/PARK PLACE/CORTLANDT ST (2,3,A,C,W,R,N,W)",DUPLICATED,624,40.712582,-74.009781,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
PARK PLACE-S,PARK PL (S),NAME_ONLY,141,40.674772,-73.957624,Crown Heights North & Prospect Heights ,4006,Brooklyn
PARKCHESTER-6,PARKCHESTER (6),NO,366,40.833226,-73.860816,"Castle Hill, Clason Point & Parkchester ",3709,Bronx
PARKSIDE AV-BQ,"PARKSIDE AV (B,Q)",NO,43,40.655292,-73.961495,"Crown Heights South, Prospect Lefferts & Wingate ",4011,Brooklyn
PARSONS BLVD-F,PARSONS BLVD (F),NO,256,40.707564,-73.803326,"Briarwood, Fresh Meadows & Hillcrest ",4106,Queens
PELHAM BAY PARK-6,PELHAM BAY PARK (6),NO,360,40.852462,-73.828121,"Co-op City, Pelham Bay & Schuylerville ",3703,Bronx
PELHAM PKWY-25,"PELHAM PKWY (2,5)",NO,424,40.857192,-73.867615,"Pelham Parkway, Morris Park & Laconia ",3704,Bronx
PELHAM PKWY-5,PELHAM PKWY (5),NO,445,40.858985,-73.855359,"Pelham Parkway, Morris Park & Laconia ",3704,Bronx
PENNSYLVANIA AV-3,PENNSYLVANIA AV (3),NO,350,40.664635,-73.894895,Brownsville & Ocean Hill ,4007,Brooklyn
PRESIDENT ST-25,"PRESIDENT ST-MEDGAR EVERS COLLEGE (2,5)",NAME_ONLY,353,40.667883,-73.950683,"Crown Heights South, Prospect Lefferts & Wingate ",4011,Brooklyn
PRINCE ST-NRW,"PRINCE ST (N,R,W)",NO,17,40.724329,-73.997702,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
PROSPECT AV-25,"PROSPECT AV (2,5)",NO,432,40.819585,-73.90177,"Hunts Point, Longwood & Melrose ",3710,Bronx
PROSPECT AV-R,PROSPECT AV (R),NO,30,40.665414,-73.992872,"Park Slope, Carroll Gardens & Red Hook ",4005,Brooklyn
PROSPECT PARK-BQS,"PROSPECT PARK (B,Q,S)",NO,42,40.661614,-73.962246,"Crown Heights South, Prospect Lefferts & Wingate ",4011,Brooklyn
QUEENS PLAZA-EMR,"QUEENS PLAZA (E,M,R)",NO,273,40.748973,-73.937243,Astoria & Long Island City ,4101,Queens
QUEENSBORO PLZ-7NQW,"QUEENSBORO PLAZA (7,N,Q,W)",COMBINED,461,40.750582,-73.940202,Sunnyside & Woodside ,4109,Queens
RALPH AV-C,RALPH AV (C),NO,182,40.678822,-73.920786,Brownsville & Ocean Hill ,4007,Brooklyn
RECTOR ST-1,RECTOR ST (1),NO,329,40.707513,-74.013783,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
RECTOR ST-NRW,"RECTOR ST (N,R,W)",NO,22,40.70722,-74.013342,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
ROCKAWAY AV-3,ROCKAWAY AV (3),NO,348,40.662549,-73.908946,Brownsville & Ocean Hill ,4007,Brooklyn
ROCKAWAY AV-C,ROCKAWAY AV (C),NO,183,40.67834,-73.911946,Brownsville & Ocean Hill ,4007,Brooklyn
ROCKAWAY BLVD-A,ROCKAWAY BLVD (A),NO,192,40.680429,-73.843853,Howard Beach & Ozone Park ,4113,Queens
ROCKAWAY PARK B-AS,"ROCKAWAY PARK-BEACH 116 ST (A,S)",NAME_ONLY,203,40.580903,-73.835592,"Far Rockaway, Breezy Point & Broad Channel ",4114,Queens
ROOSEVELT ISLND-F,ROOSEVELT ISLAND (F),NAME_ONLY,222,40.759145,-73.95326,Upper East Side ,3805,Manhattan
SARATOGA AV-3,SARATOGA AV (3),NO,347,40.661453,-73.916327,Brownsville & Ocean Hill ,4007,Brooklyn
SENECA AVE-M,SENECA AVE (M),NO,111,40.702762,-73.90774,"Ridgewood, Glendale & Middle Village ",4110,Queens
SHEEPSHEAD BAY-BQ,"SHEEPSHEAD BAY (B,Q)",NO,54,40.586896,-73.954155,"Sheepshead Bay, Gerritsen Beach & Homecrest ",4016,Brooklyn
SHEPHERD AV-C,SHEPHERD AV (C),NO,187,40.67413,-73.88075,East New York & Starrett City ,4008,Brooklyn
SIMPSON ST-25,"SIMPSON ST (2,5)",NO,430,40.824073,-73.893064,"Hunts Point, Longwood & Melrose ",3710,Bronx
SMITH-9 ST-FG,"SMITH-9 STS (F,G)",NAME_ONLY,238,40.67358,-73.995959,"Park Slope, Carroll Gardens & Red Hook ",4005,Brooklyn
SOUTH FERRY-1RW,"SOUTH FERRY/WHITEHALL ST (1,R,W)",DUPLICATED,635,40.703087,-74.012994,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
SPRING ST-6,SPRING ST (6),NO,409,40.722301,-73.997141,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
SPRING ST-CE,"SPRING ST (C,E)",NO,168,40.726227,-74.003739,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
ST LAWRENCE AV-6,ST LAWRENCE AV (6),NO,367,40.831509,-73.867618,"Castle Hill, Clason Point & Parkchester ",3709,Bronx
STEINWAY ST-MR,"STEINWAY ST (M,R)",NO,271,40.756879,-73.92074,Astoria & Long Island City ,4101,Queens
STERLING ST-25,"STERLING ST (2,5)",NO,354,40.662742,-73.95085,"Crown Heights South, Prospect Lefferts & Wingate ",4011,Brooklyn
SUTPHIN BLVD-F,SUTPHIN BLVD (F),NO,257,40.70546,-73.810708,"Jamaica, Hollis & St. Albans ",4112,Queens
SUTPHIN-ARCHER-EJZ,"SUTPHIN BLVD-ARCHER AV-JFK AIRPORT (E,J,Z)",DUPLICATED,279,40.700486,-73.807969,"Jamaica, Hollis & St. Albans ",4112,Queens
SUTTER AV-L,SUTTER AV (L),NO,134,40.669367,-73.901975,Brownsville & Ocean Hill ,4007,Brooklyn
SUTTER AV-RUTLD-3,SUTTER AV-RUTLAND RD (3),NAME_ONLY,346,40.664717,-73.92261,Brownsville & Ocean Hill ,4007,Brooklyn
TIMES SQ-42 ST-1237ACENQRS,"TIMES SQ-42 ST/PORT AUTHORITY (1,2,3,7,A,C,E,N,Q,R,S,W)",DUPLICATED,611,40.755477,-73.987691,"Chelsea, Clinton & Midtown Business District ",3807,Manhattan
TIMES SQ-42 ST-1237ACENQRSW,"TIMES SQ-42 ST/PORT AUTHORITY (1,2,3,7,A,C,E,N,Q,R,S,W)",DUPLICATED,611,40.755477,-73.987691,"Chelsea, Clinton & Midtown Business District ",3807,Manhattan
TIMES SQ-42 ST-ACENQRS1237W,"TIMES SQ-42 ST/PORT AUTHORITY (1,2,3,7,A,C,E,N,Q,R,S,W)",DUPLICATED,611,40.755477,-73.987691,"Chelsea, Clinton & Midtown Business District ",3807,Manhattan
TREMONT AV-BD,"TREMONT AV (B,D)",NO,215,40.85041,-73.905227,"Morris Heights, Fordham South & Mount Hope ",3707,Bronx
UNION ST-R,UNION ST (R),NO,28,40.677316,-73.98311,"Park Slope, Carroll Gardens & Red Hook ",4005,Brooklyn
UTICA AV-AC,"UTICA AV (A,C)",NO,181,40.679364,-73.930729,Crown Heights North & Prospect Heights ,4006,Brooklyn
V.CORTLANDT PK-1,VAN CORTLANDT PARK-242 ST (1),NAME_ONLY,293,40.889248,-73.898583,"Riverdale, Fieldston & Kingsbridge ",3701,Bronx
VAN SICLEN AV-3,VAN SICLEN AV (3),NO,351,40.665449,-73.889395,East New York & Starrett City ,4008,Brooklyn
VAN SICLEN AVE-C,VAN SICLEN AV (C),NAME_ONLY,186,40.67271,-73.890358,East New York & Starrett City ,4008,Brooklyn
VAN SICLEN AV-JZ,"VAN SICLEN AV (J,Z)",NO,90,40.678024,-73.891688,East New York & Starrett City ,4008,Brooklyn
VERNON-JACKSON-7,VERNON BLVD-JACKSON AV (7),NAME_ONLY,464,40.742626,-73.953581,Sunnyside & Woodside ,4109,Queens
W 4 ST-WASH SQ-ABCDEFM,"W 4 ST-WASH SQ (A,B,C,D,E,F,M)",NO,167,40.732338,-74.000495,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
W 8 ST-AQUARIUM-FQ,"W 8 ST-NY AQUARIUM (F,Q)",NAME_ONLY,57,40.576127,-73.975939,Brighton Beach & Coney Island ,4018,Brooklyn
WAKEFIELD/241-2,WAKEFIELD-241 ST (2),NAME_ONLY,416,40.903125,-73.85062,"Wakefield, Williamsbridge & Woodlawn ",3702,Bronx
WALL ST-23,"WALL ST (2,3)",NO,333,40.706821,-74.0091,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
WALL ST-45,"WALL ST (4,5)",NO,413,40.707557,-74.011862,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
WEST FARMS SQ-25,"WEST FARMS SQ-E TREMONT AV (2,5)",NAME_ONLY,427,40.840295,-73.880049,"Belmont, Crotona Park East & East Tremont ",3705,Bronx
WESTCHESTER SQ-6,WESTCHESTER SQ-E TREMONT AV (6),NAME_ONLY,363,40.839892,-73.842952,"Pelham Parkway, Morris Park & Laconia ",3704,Bronx
WHITEHALL S-FRY-R1W,"SOUTH FERRY/WHITEHALL ST (1,R,W)",DUPLICATED,635,40.703087,-74.012994,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
WHITLOCK AV-6,WHITLOCK AV (6),NO,370,40.826525,-73.886283,"Hunts Point, Longwood & Melrose ",3710,Bronx
WILSON AV-L,WILSON AV (L),NO,130,40.688764,-73.904046,Bushwick ,4002,Brooklyn
WINTHROP ST-25,"WINTHROP ST (2,5)",NO,355,40.656652,-73.9502,"Crown Heights South, Prospect Lefferts & Wingate ",4011,Brooklyn
WOODHAVEN BLVD-JZ,"WOODHAVEN BLVD (J,Z)",NO,83,40.693879,-73.851576,Richmond Hill & Woodhaven ,4111,Queens
WOODHAVEN BLVD-MR,"WOODHAVEN BLVD (M,R)",NO,264,40.733106,-73.869229,Elmhurst & South Corona ,4107,Queens
WOODLAWN-4,WOODLAWN (4),NO,378,40.886037,-73.878751,"Bedford Park, Fordham North & Norwood ",3706,Bronx
WORLD TRADE CTR-ACE23,"CHAMBERS ST-WORLD TRADE CENTER/PARK PLACE/CORTLANDT ST (2,3,A,C,W,R,N,W)",DUPLICATED,624,40.712582,-74.009781,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
WTC-CORTLANDT-1,WTC-CORTLANDT (1),NO,328,40.711835,-74.012188,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
YORK ST-F,YORK ST (F),NO,235,40.701397,-73.986751,Brooklyn Heights & Fort Greene ,4004,Brooklyn
ZEREGA AV-6,ZEREGA AV (6),NO,364,40.836488,-73.847036,"Castle Hill, Clason Point & Parkchester ",3709,Bronx
CHRISTOPHER ST-1,CHRISTOPHER ST-SHERIDAN SQ (1),NAME_ONLY,323,40.733422,-74.002906,"Battery Park City, Greenwich Village & Soho ",3810,Manhattan
